,file,type
51,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-9133-100-033.png,benigno
52,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_A-14-29960CD-100-004.png,benigno
53,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-11951-100-023.png,maligno
54,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-25197-100-010.png,benigno
55,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979C-100-009.png,maligno
56,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-11031-100-005.png,maligno
57,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570-100-044.png,maligno
58,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5287-100-008.png,maligno
59,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570C-100-021.png,maligno
60,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-15572-100-024.png,maligno
61,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2773-100-024.png,maligno
62,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13412-100-020.png,maligno
63,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13993-100-018.png,maligno
64,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-10147-100-003.png,maligno
65,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-9146-100-017.png,maligno
66,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-3411F-100-006.png,benigno
67,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13993-100-009.png,maligno
68,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_A-14-22549AB-100-005.png,benigno
69,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5287-100-021.png,maligno
70,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-004.png,maligno
71,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-16184-100-030.png,benigno
72,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-16184CD-100-037.png,benigno
73,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17901-100-026.png,maligno
74,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2773-100-009.png,maligno
75,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-16184-100-007.png,benigno
76,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-29315EF-100-009.png,benigno
77,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16716-100-029.png,maligno
78,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2980-100-018.png,maligno
79,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-027.png,maligno
80,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-9133-100-034.png,benigno
81,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13993-100-030.png,maligno
82,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-15572-100-010.png,maligno
83,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570-100-018.png,maligno
84,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-010.png,maligno
85,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-13413-100-005.png,maligno
86,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_A-14-22549G-100-021.png,benigno
87,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-13413-100-016.png,maligno
88,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-024.png,benigno
89,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-15704-100-023.png,maligno
90,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5694-100-013.png,maligno
91,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-10147-100-001.png,maligno
92,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-6241-100-001.png,maligno
93,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-033.png,benigno
94,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16875-100-006.png,maligno
95,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-017.png,maligno
96,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-29315EF-100-013.png,benigno
97,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-4364-100-007.png,maligno
98,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_A-14-22549G-100-016.png,benigno
99,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-019.png,benigno
100,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-064.png,benigno
101,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-13200-100-007.png,benigno
102,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-15704-100-020.png,maligno
103,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5695-100-020.png,maligno
104,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-16456-100-071.png,maligno
105,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-12773-100-010.png,maligno
106,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-23060AB-100-013.png,benigno
107,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-9461-100-027.png,maligno
108,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16875-100-007.png,maligno
109,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-18650-100-003.png,maligno
110,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16716-100-019.png,maligno
111,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_A-14-22549AB-100-007.png,benigno
112,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-4372-100-020.png,maligno
113,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13412-100-015.png,maligno
114,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570-100-029.png,maligno
115,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-001.png,benigno
116,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-3909-100-006.png,maligno
117,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-25197-100-012.png,benigno
118,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-16184-100-018.png,benigno
119,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2773-100-019.png,maligno
120,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570C-100-016.png,maligno
121,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-10926-100-009.png,maligno
122,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-033.png,benigno
123,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-010.png,maligno
124,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-009.png,maligno
125,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-014.png,benigno
126,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842D-100-006.png,maligno
127,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-014.png,benigno
128,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-18650-100-015.png,maligno
129,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-16456-100-009.png,maligno
130,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-15704-100-017.png,maligno
131,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-6241-100-008.png,maligno
132,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2523-100-029.png,maligno
133,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-13200-100-006.png,benigno
134,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842-100-022.png,maligno
135,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842-100-019.png,maligno
136,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-15275-100-001.png,benigno
137,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842-100-014.png,maligno
138,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-16456-100-051.png,maligno
139,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-032.png,benigno
140,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2980-100-007.png,maligno
141,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-9461-100-002.png,maligno
142,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979C-100-011.png,maligno
143,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-015.png,benigno
144,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13412-100-003.png,maligno
145,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14946-100-010.png,maligno
146,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-8168-100-009.png,maligno
147,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-6241-100-030.png,maligno
148,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-15275-100-003.png,benigno
149,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-020.png,benigno
150,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-025.png,maligno
151,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-13200-100-009.png,benigno
152,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-13200-100-001.png,benigno
153,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-16456-100-060.png,maligno
154,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14015-100-011.png,maligno
155,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-029.png,benigno
156,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16448-100-002.png,maligno
157,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2980-100-012.png,maligno
158,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-001.png,benigno
159,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-014.png,benigno
160,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-011.png,maligno
161,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-3909-100-010.png,maligno
162,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14926-100-019.png,maligno
163,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14946-100-029.png,maligno
164,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16448-100-009.png,maligno
165,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20636-100-030.png,maligno
166,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979C-100-008.png,maligno
167,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-013.png,maligno
168,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-009.png,benigno
169,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16188-100-006.png,maligno
170,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16188-100-016.png,maligno
171,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-018.png,maligno
172,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-013.png,maligno
173,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998EF-100-017.png,benigno
174,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20636-100-016.png,maligno
175,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842D-100-016.png,maligno
176,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-13413-100-042.png,maligno
177,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2523-100-044.png,maligno
178,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979C-100-002.png,maligno
179,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-002.png,benigno
180,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-005.png,benigno
181,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998EF-100-016.png,benigno
182,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13993-100-025.png,maligno
183,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-9133-100-002.png,benigno
184,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-19440-100-005.png,maligno
185,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2523-100-036.png,maligno
186,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-13412-100-022.png,maligno
187,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-12204-100-038.png,maligno
188,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-3411F-100-005.png,benigno
189,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16336-100-014.png,maligno
190,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570C-100-025.png,maligno
191,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2980-100-021.png,maligno
192,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14946-100-015.png,maligno
193,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-19854C-100-013.png,benigno
194,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5695-100-006.png,maligno
195,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-006.png,benigno
196,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-032.png,maligno
197,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-23060AB-100-007.png,benigno
198,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20636-100-026.png,maligno
199,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5694-100-021.png,maligno
200,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16336-100-016.png,maligno
201,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-16456-100-004.png,maligno
202,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998EF-100-003.png,benigno
203,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-016.png,benigno
204,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-001.png,maligno
205,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-8168-100-010.png,maligno
206,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-12465-100-012.png,maligno
207,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-009.png,benigno
208,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-12204-100-043.png,maligno
209,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-012.png,maligno
210,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-029.png,benigno
211,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-29315EF-100-005.png,benigno
212,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-13412-100-001.png,maligno
213,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5695-100-014.png,maligno
214,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-16196-100-005.png,maligno
215,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14015-100-006.png,maligno
216,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-12312-100-009.png,maligno
217,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-25197-100-008.png,benigno
218,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-013.png,maligno
219,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998CD-100-020.png,benigno
220,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-016.png,benigno
221,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-025.png,benigno
222,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-15572-100-021.png,maligno
223,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570-100-031.png,maligno
224,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-004.png,benigno
225,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-049.png,benigno
226,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979-100-014.png,maligno
227,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-13412-100-015.png,maligno
228,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-003.png,benigno
229,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-9461-100-006.png,maligno
230,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17901-100-023.png,maligno
231,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842-100-005.png,maligno
232,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-002.png,benigno
233,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-19440-100-022.png,maligno
234,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-9461-100-040.png,maligno
235,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-15570-100-039.png,maligno
236,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-005.png,maligno
237,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-009.png,benigno
238,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20636-100-004.png,maligno
239,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16336-100-018.png,maligno
240,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-17614-100-026.png,maligno
241,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-29960AB-100-015.png,benigno
242,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-22704-100-030.png,benigno
243,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-005.png,benigno
244,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-19854C-100-006.png,benigno
245,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2523-100-045.png,maligno
246,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-19440-100-019.png,maligno
247,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-23060AB-100-006.png,benigno
248,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-16184CD-100-026.png,benigno
249,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-19854C-100-002.png,benigno
250,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-23060AB-100-004.png,benigno
251,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2523-100-023.png,maligno
252,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-3909-100-018.png,maligno
253,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-11520-100-017.png,maligno
254,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5694-100-001.png,maligno
255,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-10147-100-008.png,maligno
256,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-19979C-100-010.png,maligno
257,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16188-100-017.png,maligno
258,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-14015-100-010.png,maligno
259,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-21998EF-100-029.png,benigno
260,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-005.png,benigno
261,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-048.png,benigno
262,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_PC-14-15704-100-009.png,maligno
263,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-044.png,benigno
264,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20629-100-028.png,maligno
265,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-13418DE-100-005.png,maligno
266,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_PT-14-21998AB-100-047.png,benigno
267,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-9133-100-004.png,benigno
268,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_LC-14-16196-100-006.png,maligno
269,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-15792-100-006.png,maligno
270,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-11951-100-024.png,maligno
271,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-13413-100-021.png,maligno
272,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-23060AB-100-021.png,benigno
273,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-2980-100-006.png,maligno
274,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-15275-100-006.png,benigno
275,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134-100-026.png,benigno
276,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-5695-100-010.png,maligno
277,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_F-14-14134E-100-011.png,benigno
278,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-11951-100-020.png,maligno
279,/content/CNN_cancer/DataSet/100x/benigno/SOB_B_TA-14-3411F-100-016.png,benigno
280,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_MC-14-18842-100-002.png,maligno
281,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16875-100-012.png,maligno
282,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-20636-100-017.png,maligno
283,/content/CNN_cancer/DataSet/100x/maligno/SOB_M_DC-14-16875-100-020.png,maligno
